Tiempo_Simulado(s),Posicion_X,Posicion_Y
458.7464,331.1690,630.0000
458.7964,331.3363,630.0000
458.8464,331.5036,630.0000
458.8964,331.6708,630.0000
458.9464,331.8381,630.0000
458.9964,332.0054,630.0000
459.0464,332.1726,630.0000
459.0963,332.3399,630.0000
459.1463,332.5072,630.0000
459.1963,332.6744,630.0000
459.2463,332.8417,630.0000
459.2963,333.0090,630.0000
459.3463,333.1762,630.0000
459.3963,333.3435,630.0000
459.4463,333.5108,630.0000
459.4962,333.6780,630.0000
459.5462,333.8453,630.0000
459.5962,334.0126,630.0000
459.6462,334.1817,630.0000
459.6962,334.3583,630.0000
459.7462,334.5427,630.0000
459.7962,334.7322,630.0000
459.8462,334.9245,630.0000
459.8961,335.1294,629.9998
459.9461,335.3500,630.0000
459.9961,335.5799,630.0000
460.0461,335.8125,630.0000
460.0961,336.0451,630.0000
460.1461,336.2777,630.0000
460.1961,336.5104,630.0000
460.2461,336.7430,630.0000
460.2961,336.9756,630.0000
460.3460,337.2083,630.0000
460.3960,337.4377,630.0000
460.4460,337.6574,630.0000
460.4960,337.8684,630.0000
460.5460,338.0741,630.0000
460.5960,338.2782,630.0000
460.6460,338.4822,630.0000
460.6960,338.6862,630.0000
460.7459,338.8903,630.0000
460.7959,339.0943,630.0000
460.8459,339.2983,630.0000
460.8959,339.5023,630.0000
460.9459,339.7063,630.0000
460.9959,339.9103,630.0000
461.0459,340.1143,630.0000
461.0959,340.3183,630.0000
461.1458,340.5223,630.0000
461.1958,340.7263,630.0000
461.2458,340.9304,630.0000
461.2958,341.1344,630.0000
461.3458,341.3315,630.0000
461.3958,341.5218,630.0000
461.4458,341.7108,630.0000
461.4958,341.8999,630.0000
461.5457,342.0889,630.0000
461.5957,342.2780,630.0000
461.6457,342.4670,630.0000
461.6957,342.6561,630.0000
461.7457,342.8452,630.0000
461.7957,343.0342,630.0000
461.8457,343.2233,630.0000
461.8957,343.4123,630.0000
461.9456,343.6014,630.0000
461.9956,343.7904,630.0000
462.0456,343.9795,630.0000
462.0956,344.1685,630.0000
462.1456,344.3576,630.0000
462.1956,344.5467,630.0000
462.2456,344.7357,630.0000
462.2956,344.9248,630.0000
462.3456,345.1138,630.0000
462.3955,345.3029,630.0000
462.4455,345.4919,630.0000
462.4955,345.6810,630.0000
462.5455,345.8701,630.0000
462.5955,346.0591,630.0000
462.6455,346.2482,630.0000
462.6955,346.4372,630.0000
462.7455,346.6263,630.0000
462.7954,346.8153,630.0000
462.8454,347.0044,630.0000
462.8954,347.1935,630.0000
462.9454,347.3825,630.0000
462.9954,347.5716,630.0000
463.0454,347.7606,630.0000
463.0954,347.9497,630.0000
463.1454,348.1387,630.0000
463.1953,348.3278,630.0000
463.2453,348.5168,630.0000
463.2953,348.7059,630.0000
463.3453,348.8950,630.0000
463.3953,349.0840,630.0000
463.4453,349.2731,630.0000
463.4953,349.4621,630.0000
463.5453,349.6512,630.0000
463.5952,349.8402,630.0000
463.6452,350.0293,630.0000
463.6952,350.2184,630.0000
463.7452,350.4074,630.0000
463.7952,350.5959,630.0000
463.8452,350.7734,630.0000
463.8952,350.9352,630.0000
463.9452,351.0709,629.9977
463.9951,351.1857,630.0000
464.0451,351.2963,630.0000
464.0951,351.4059,630.0000
464.1451,351.5152,630.0000
464.1951,351.6244,630.0000
464.2451,351.7335,630.0000
464.2951,351.8427,630.0000
464.3451,351.9518,630.0000
464.3951,352.0610,630.0000
464.4450,352.1702,630.0000
464.4950,352.2793,630.0000
464.5450,352.3884,630.0000
464.5950,352.4973,630.0000
464.6450,352.6062,630.0000
464.6950,352.7149,630.0000
464.7450,352.8236,630.0000
464.7950,352.9321,630.0000
464.8449,353.0406,630.0000
464.8949,353.1489,630.0000
464.9449,353.2572,630.0000
464.9949,353.3653,630.0000
465.0449,353.4734,630.0000
465.0949,353.5813,630.0000
465.1449,353.6892,630.0000
465.1949,353.7971,630.0000
465.2448,353.9048,630.0000
465.2948,354.0124,630.0000
465.3448,354.1194,630.0000
465.3948,354.2217,630.0000
465.4448,354.3181,630.0000
465.4948,354.4100,630.0000
465.5448,354.4995,630.0000
465.5948,354.5881,630.0000
465.6447,354.6768,630.0000
465.6947,354.7654,630.0000
465.7447,354.8540,630.0000
465.7947,354.9424,630.0000
465.8447,355.0309,630.0000
465.8947,355.1193,630.0000
465.9447,355.2078,630.0000
465.9947,355.2962,630.0000
466.0446,355.3844,630.0000
466.0946,355.4727,630.0000
466.1446,355.5609,630.0000
466.1946,355.6491,630.0000
466.2446,355.7373,630.0000
466.2946,355.8256,630.0000
466.3446,355.9138,630.0000
466.3946,355.9998,630.0000
466.4445,356.0828,630.0000
466.4945,356.1646,630.0000
466.5445,356.2465,630.0000
466.5945,356.3333,630.0000
466.6445,356.4276,630.0000
466.6945,356.5284,630.0000
466.7445,356.6326,630.0000
466.7945,356.7381,630.0000
466.8445,356.8436,630.0000
466.8944,356.9492,630.0000
466.9444,357.0547,630.0000
466.9944,357.1602,630.0000
467.0444,357.2657,630.0000
467.0944,357.3713,630.0000
467.1444,357.4768,630.0000
467.1944,357.5823,630.0000
467.2444,357.6879,630.0000
467.2943,357.7934,630.0000
467.3443,357.8989,630.0000
467.3943,358.0045,630.0000
467.4443,358.1100,630.0000
467.4943,358.2155,630.0000
467.5443,358.3210,630.0000
467.5943,358.4266,630.0000
467.6443,358.5321,630.0000
467.6942,358.6376,630.0000
467.7442,358.7432,630.0000
467.7942,358.8487,630.0000
467.8442,358.9542,630.0000
467.8942,359.0598,630.0000
467.9442,359.1653,630.0000
467.9942,359.2708,630.0000
468.0442,359.3763,630.0000
468.0941,359.4819,630.0000
468.1441,359.5874,630.0000
468.1941,359.6929,630.0000
468.2441,359.7985,630.0000
468.2941,359.9040,630.0000
468.3441,360.0095,630.0000
468.3941,360.1135,630.0000
468.4441,360.2113,630.0000
468.4940,360.3061,630.0000
468.5440,360.4005,630.0000
468.5940,360.4949,630.0000
468.6440,360.5894,630.0000
468.6940,360.6819,630.0000
468.7440,360.7712,630.0000
468.7940,360.8560,630.0000
468.8440,360.9349,630.0000
468.8940,361.0074,630.0000
468.9439,361.0730,630.0000
468.9939,361.1322,630.0000
469.0439,361.1855,630.0000
469.0939,361.2342,630.0000
469.1439,361.2798,630.0000
469.1939,361.3242,630.0000
469.2439,361.3687,630.0000
469.2939,361.4131,630.0000
469.3438,361.4576,630.0000
469.3938,361.5020,630.0000
469.4438,361.5464,630.0000
469.4938,361.5909,630.0000
469.5438,361.6353,630.0000
469.5938,361.6797,630.0000
469.6438,361.7242,630.0000
469.6938,361.7686,630.0000
469.7437,361.8130,630.0000
469.7937,361.8575,630.0000
469.8437,361.9019,630.0000
469.8937,361.9463,630.0000
469.9437,361.9908,630.0000
469.9937,362.0352,630.0000
470.0437,362.0796,630.0000
470.0937,362.1226,630.0000
470.1436,362.1519,629.9998
470.1936,362.1648,630.0000
470.2436,362.1672,630.0000
470.2936,362.1659,630.0000
470.3436,362.1644,630.0000
470.3936,362.1629,630.0000
470.4436,362.1614,630.0000
470.4936,362.1599,630.0000
470.5435,362.1584,630.0000
470.5935,362.1569,630.0000
470.6435,362.1509,629.9998
470.6935,362.1263,629.9961
470.7435,362.0847,629.9917
470.7935,362.0338,629.9982
470.8435,361.9808,630.0000
470.8935,361.9278,630.0000
470.9435,361.8748,630.0000
470.9934,361.8218,630.0000
471.0434,361.7688,630.0000
471.0934,361.7118,630.0000
471.1434,361.6509,630.0000
471.1934,361.5892,630.0000
471.2434,361.5275,630.0000
471.2934,361.4657,630.0000
471.3434,361.4040,630.0000
471.3933,361.3422,630.0000
471.4433,361.2784,630.0000
471.4933,361.2125,630.0000
471.5433,361.1446,630.0000
471.5933,361.0735,630.0000
471.6433,360.9989,630.0000
471.6933,360.9209,630.0000
471.7433,360.8395,630.0000
471.7932,360.7553,630.0000
471.8432,360.6687,630.0000
471.8932,360.5805,630.0000
471.9432,360.4916,630.0000
471.9932,360.4025,630.0000
472.0432,360.3169,629.9996
472.0932,360.2465,629.9996
472.1432,360.1963,629.9919
472.1931,360.1651,629.9819
472.2431,360.1432,629.9836
472.2931,360.1232,629.9992
472.3431,360.1031,630.0000
472.3931,360.0830,630.0000
472.4431,360.0629,630.0000
472.4931,360.0428,630.0000
472.5431,360.0228,630.0000
472.5930,359.9958,630.0000
472.6430,359.9605,630.0000
472.6930,359.9238,630.0000
472.7430,359.8871,630.0000
472.7930,359.8503,630.0000
472.8430,359.8136,630.0000
472.8930,359.7768,630.0000
472.9430,359.7401,630.0000
472.9930,359.7033,630.0000
473.0429,359.6666,630.0000
473.0929,359.6276,630.0000
473.1429,359.5778,630.0000
473.1929,359.5170,630.0000
473.2429,359.4495,630.0000
473.2929,359.3794,630.0000
473.3429,359.3091,630.0000
473.3929,359.2363,630.0000
473.4428,359.1581,630.0000
473.4928,359.0780,630.0000
473.5428,358.9977,630.0000
473.5928,358.9174,630.0000
473.6428,358.8371,630.0000
473.6928,358.7567,630.0000
473.7428,358.6764,630.0000
473.7928,358.5961,630.0000
473.8427,358.5158,630.0000
473.8927,358.4355,630.0000
473.9427,358.3551,630.0000
473.9927,358.2748,630.0000
474.0427,358.1945,630.0000
474.0927,358.1142,630.0000
474.1427,358.0338,630.0000
474.1927,357.9535,630.0000
474.2426,357.8732,630.0000
474.2926,357.7929,630.0000
474.3426,357.7126,630.0000
474.3926,357.6322,630.0000
474.4426,357.5519,630.0000
474.4926,357.4716,630.0000
474.5426,357.3913,630.0000
474.5926,357.3109,630.0000
474.6425,357.2306,630.0000
474.6925,357.1503,630.0000
474.7425,357.0700,630.0000
474.7925,356.9899,630.0000
474.8425,356.9177,630.0000
474.8925,356.8514,630.0000
474.9425,356.7897,630.0000
474.9925,356.7387,630.0000
475.0424,356.6954,630.0000
475.0924,356.6559,630.0000
475.1424,356.6171,630.0000
475.1924,356.5782,630.0000
475.2424,356.5393,630.0000
475.2924,356.5004,630.0000
475.3424,356.4615,630.0000
475.3924,356.4227,630.0000
475.4424,356.3838,630.0000
475.4923,356.3449,630.0000
475.5423,356.3060,630.0000
475.5923,356.2672,630.0000
475.6423,356.2283,630.0000
475.6923,356.1894,630.0000
475.7423,356.1505,630.0000
475.7923,356.1116,630.0000
475.8423,356.0728,630.0000
475.8922,356.0339,630.0000
475.9422,355.9950,630.0000
475.9922,355.9561,630.0000
476.0422,355.9172,630.0000
476.0922,355.8784,630.0000
476.1422,355.8395,630.0000
476.1922,355.8006,630.0000
476.2422,355.7617,630.0000
476.2921,355.7228,630.0000
476.3421,355.6840,630.0000
476.3921,355.6451,630.0000
476.4421,355.6062,630.0000
476.4921,355.5673,630.0000
476.5421,355.5284,630.0000
476.5921,355.4896,630.0000
476.6421,355.4507,630.0000
476.6920,355.4118,630.0000
476.7420,355.3729,630.0000
476.7920,355.3340,630.0000
476.8420,355.2952,630.0000
476.8920,355.2563,630.0000
476.9420,355.2174,630.0000
476.9920,355.1785,630.0000
477.0420,355.1396,630.0000
477.0919,355.1008,630.0000
477.1419,355.0619,630.0000
477.1919,355.0230,630.0000
477.2419,354.9841,630.0000
477.2919,354.9453,630.0000
477.3419,354.9064,630.0000
477.3919,354.8675,630.0000
477.4419,354.8286,630.0000
477.4919,354.7897,630.0000
477.5418,354.7509,630.0000
477.5918,354.7120,630.0000
477.6418,354.6731,630.0000
477.6918,354.6342,630.0000
477.7418,354.5953,630.0000
477.7918,354.5565,630.0000
477.8418,354.5176,630.0000
477.8918,354.4787,630.0000
477.9417,354.4398,630.0000
477.9917,354.4009,630.0000
478.0417,354.3621,630.0000
478.0917,354.3232,630.0000
478.1417,354.2843,630.0000
478.1917,354.2454,630.0000
478.2417,354.2065,630.0000
478.2917,354.1677,630.0000
478.3416,354.1288,630.0000
478.3916,354.0899,630.0000
478.4416,354.0510,630.0000
478.4916,354.0121,630.0000
478.5416,353.9733,630.0000
478.5916,353.9344,630.0000
478.6416,353.8955,630.0000
478.6916,353.8566,630.0000
478.7415,353.8177,630.0000
478.7915,353.7788,630.0000
478.8415,353.7383,630.0000
478.8915,353.6950,630.0000
478.9415,353.6493,630.0000
478.9915,353.6034,630.0000
479.0415,353.5660,629.9923
479.0915,353.5289,629.9536
479.1414,353.4888,629.8951
479.1914,353.4463,629.8412
479.2414,353.4032,629.8090
479.2914,353.3600,629.8011
479.3414,353.3169,629.8179
479.3914,353.2737,629.8592
479.4414,353.2306,629.9250
479.4914,353.1874,629.9963
479.5414,353.1443,629.9846
479.5913,353.1011,629.9974
479.6413,353.0580,630.0000
479.6913,353.0148,630.0000
479.7413,352.9716,630.0000
479.7913,352.9285,630.0000
479.8413,352.8853,630.0000
479.8913,352.8422,630.0000
479.9413,352.7990,630.0000
479.9912,352.7559,630.0000
480.0412,352.7127,630.0000
480.0912,352.6696,630.0000
480.1412,352.6264,630.0000
480.1912,352.5833,630.0000
480.2412,352.5401,630.0000
480.2912,352.4970,630.0000
480.3412,352.4538,630.0000
480.3911,352.4107,630.0000
480.4411,352.3675,630.0000
480.4911,352.3210,630.0000
480.5411,352.2706,630.0000
480.5911,352.2190,630.0000
480.6411,352.1673,630.0000
480.6911,352.1156,630.0000
480.7411,352.0639,630.0000
480.7910,352.0122,630.0000
480.8410,351.9605,630.0000
480.8910,351.9088,630.0000
480.9410,351.8571,630.0000
480.9910,351.8054,630.0000
481.0410,351.7537,630.0000
481.0910,351.7020,630.0000
481.1410,351.6503,630.0000
481.1909,351.5986,630.0000
481.2409,351.5469,630.0000
481.2909,351.4952,630.0000
481.3409,351.4435,630.0000
481.3909,351.3918,630.0000
481.4409,351.3401,630.0000
481.4909,351.2755,630.0000
481.5409,351.1925,630.0000
481.5909,351.1060,630.0000
481.6408,351.0116,630.0000
481.6908,350.9146,630.0000
481.7408,350.8176,630.0000
481.7908,350.7206,630.0000
481.8408,350.6237,630.0000
481.8908,350.5267,630.0000
481.9408,350.4297,630.0000
481.9908,350.3327,630.0000
482.0407,350.2357,630.0000
482.0907,350.1387,630.0000
482.1407,350.0417,630.0000
482.1907,349.9448,630.0000
482.2407,349.8414,630.0000
482.2907,349.7274,630.0000
482.3407,349.6086,630.0000
482.3907,349.4897,630.0000
482.4406,349.3707,630.0000
482.4906,349.2517,630.0000
482.5406,349.1327,630.0000
482.5906,349.0137,630.0000
482.6406,348.8947,630.0000
482.6906,348.7757,630.0000
482.7406,348.6567,630.0000
482.7906,348.5378,630.0000
482.8405,348.4188,630.0000
482.8905,348.2998,630.0000
482.9405,348.1812,630.0000
482.9905,348.0668,630.0000
483.0405,347.9576,630.0000
483.0905,347.8524,630.0000
483.1405,347.7496,630.0000
483.1905,347.6476,630.0000
483.2404,347.5457,630.0000
483.2904,347.4438,630.0000
483.3404,347.3419,630.0000
483.3904,347.2401,630.0000
483.4404,347.1382,630.0000
483.4904,347.0363,630.0000
483.5404,346.9344,630.0000
483.5904,346.8325,630.0000
483.6404,346.7306,630.0000
483.6903,346.6287,630.0000
483.7403,346.5268,630.0000
483.7903,346.4249,630.0000
483.8403,346.3230,630.0000
483.8903,346.2211,630.0000
483.9403,346.1192,630.0000
483.9903,346.0173,630.0000
484.0403,345.9154,630.0000
484.0902,345.8135,630.0000
484.1402,345.7100,630.0000
484.1902,345.5996,630.0000
484.2402,345.4867,630.0000
484.2902,345.3737,630.0000
484.3402,345.2607,630.0000
484.3902,345.1477,630.0000
484.4402,345.0347,630.0000
484.4901,344.9217,630.0000
484.5401,344.8087,630.0000
484.5901,344.6957,630.0000
484.6401,344.5827,630.0000
484.6901,344.4697,630.0000
484.7401,344.3567,630.0000
484.7901,344.2437,630.0000
484.8401,344.1306,630.0000
484.8900,344.0176,630.0000
484.9400,343.9043,630.0000
484.9900,343.7884,630.0000
485.0400,343.6709,630.0000
485.0900,343.5532,630.0000
485.1400,343.4355,630.0000
485.1900,343.3177,630.0000
485.2400,343.2000,630.0000
485.2899,343.0823,630.0000
485.3399,342.9646,630.0000
485.3899,342.8464,630.0000
485.4399,342.7260,630.0000
485.4899,342.6043,630.0000
485.5399,342.4838,630.0000
485.5899,342.3715,630.0000
485.6399,342.2709,630.0000
485.6898,342.1801,630.0000
485.7398,342.0944,630.0000
485.7898,342.0096,630.0000
485.8398,341.9247,630.0000
485.8898,341.8399,630.0000
485.9398,341.7551,630.0000
485.9898,341.6703,630.0000
486.0398,341.5855,630.0000
486.0898,341.5007,630.0000
486.1397,341.4159,630.0000
486.1897,341.3311,630.0000
486.2397,341.2463,630.0000
486.2897,341.1615,630.0000
486.3397,341.0767,630.0000
486.3897,340.9919,630.0000
486.4397,340.9070,630.0000
486.4897,340.8222,630.0000
486.5396,340.7374,630.0000
486.5896,340.6526,630.0000
486.6396,340.5678,630.0000
486.6896,340.4830,630.0000
486.7396,340.3982,630.0000
486.7896,340.3134,630.0000
486.8396,340.2286,630.0000
486.8896,340.1438,630.0000
486.9395,340.0590,630.0000
486.9895,339.9742,630.0000
487.0395,339.8893,630.0000
487.0895,339.8045,630.0000
487.1395,339.7197,630.0000
487.1895,339.6349,630.0000
487.2395,339.5501,630.0000
487.2895,339.4653,630.0000
487.3394,339.3805,630.0000
487.3894,339.2957,630.0000
487.4394,339.2109,630.0000
487.4894,339.1261,630.0000
487.5394,339.0413,630.0000
487.5894,338.9565,630.0000
487.6394,338.8716,630.0000
487.6894,338.7868,630.0000
487.7393,338.7020,630.0000
487.7893,338.6172,630.0000
487.8393,338.5324,630.0000
487.8893,338.4476,630.0000
487.9393,338.3628,630.0000
487.9893,338.2780,630.0000
488.0393,338.1932,630.0000
488.0893,338.1084,630.0000
488.1393,338.0236,630.0000
488.1892,337.9388,630.0000
488.2392,337.8539,630.0000
488.2892,337.7691,630.0000
488.3392,337.6843,630.0000
488.3892,337.5995,630.0000
488.4392,337.5147,630.0000
488.4892,337.4299,630.0000
488.5392,337.3451,630.0000
488.5891,337.2603,630.0000
488.6391,337.1755,630.0000
488.6891,337.0907,630.0000
488.7391,337.0059,630.0000
488.7891,336.9211,630.0000
488.8391,336.8362,630.0000
488.8891,336.7514,630.0000
488.9391,336.6666,630.0000
488.9890,336.5818,630.0000
489.0390,336.4970,630.0000
489.0890,336.4122,630.0000
489.1390,336.3274,630.0000
489.1890,336.2426,630.0000
489.2390,336.1578,630.0000
489.2890,336.0730,630.0000
489.3390,335.9882,630.0000
489.3889,335.9034,630.0000
489.4389,335.8185,630.0000
489.4889,335.7337,630.0000
489.5389,335.6489,630.0000
489.5889,335.5641,630.0000
489.6389,335.4793,630.0000
489.6889,335.3945,630.0000
489.7389,335.3097,630.0000
489.7888,335.2249,630.0000
489.8388,335.1401,630.0000
489.8888,335.0553,630.0000
489.9388,334.9705,630.0000
489.9888,334.8857,630.0000
490.0388,334.8008,630.0000
490.0888,334.7160,630.0000
490.1388,334.6312,630.0000
490.1888,334.5464,630.0000
490.2387,334.4616,630.0000
490.2887,334.3768,630.0000
490.3387,334.2920,630.0000
490.3887,334.2072,630.0000
490.4387,334.1224,630.0000
490.4887,334.0376,630.0000
490.5387,333.9528,630.0000
490.5887,333.8680,630.0000
490.6386,333.7831,630.0000
490.6886,333.6983,630.0000
490.7386,333.6135,630.0000
490.7886,333.5287,630.0000
490.8386,333.4439,630.0000
490.8886,333.3591,630.0000
490.9386,333.2743,630.0000
490.9886,333.1895,630.0000
491.0385,333.1047,630.0000
491.0885,333.0199,630.0000
491.1385,332.9436,629.9930
491.1885,332.9192,629.9353
491.2385,332.9443,629.8295
491.2885,332.9924,629.7144
491.3385,333.0437,629.6193
491.3885,333.0950,629.5486
491.4384,333.1462,629.5024
491.4884,333.1975,629.4808
491.5384,333.2488,629.4837
491.5884,333.3000,629.5112
491.6384,333.3513,629.5632
491.6884,333.4026,629.6398
491.7384,333.4539,629.7408
491.7884,333.5051,629.8665
491.8383,333.5576,630.0000
491.8883,333.6136,629.9650
491.9383,333.6708,629.9524
491.9883,333.7293,629.9571
492.0383,333.7890,629.9770
492.0883,333.8488,629.9979
492.1383,333.9083,630.0000
492.1883,333.9673,630.0000
492.2383,334.0263,630.0000
492.2882,334.0853,630.0000
492.3382,334.1442,630.0000
492.3882,334.2032,630.0000
492.4382,334.2621,630.0000
492.4882,334.3211,630.0000
492.5382,334.3801,630.0000
492.5882,334.4390,630.0000
492.6382,334.4980,630.0000
492.6881,334.5569,630.0000
492.7381,334.6159,630.0000
492.7881,334.6749,630.0000
492.8381,334.7338,630.0000
492.8881,334.7928,630.0000
492.9381,334.8517,630.0000
492.9881,334.9107,630.0000
493.0381,334.9697,630.0000
493.0880,335.0286,630.0000
493.1380,335.0876,630.0000
493.1880,335.1465,630.0000
493.2380,335.2055,630.0000
493.2880,335.2645,630.0000
493.3380,335.3234,630.0000
493.3880,335.3824,630.0000
493.4380,335.4413,630.0000
493.4879,335.5003,630.0000
493.5379,335.5593,630.0000
493.5879,335.6182,630.0000
493.6379,335.6772,630.0000
493.6879,335.7361,630.0000
493.7379,335.7951,630.0000
493.7879,335.8541,630.0000
493.8379,335.9130,630.0000
493.8878,335.9720,630.0000
493.9378,336.0309,630.0000
493.9878,336.0899,630.0000
494.0378,336.1489,630.0000
494.0878,336.2078,630.0000
494.1378,336.2684,630.0000
494.1878,336.3382,630.0000
494.2378,336.4203,630.0000
494.2878,336.5115,630.0000
494.3377,336.6071,630.0000
494.3877,336.7034,630.0000
494.4377,336.7998,630.0000
494.4877,336.8961,630.0000
494.5377,336.9925,630.0000
494.5877,337.0888,630.0000
494.6377,337.1858,630.0000
494.6877,337.2837,630.0000
494.7376,337.3827,630.0000
494.7876,337.4826,630.0000
494.8376,337.5831,630.0000
494.8876,337.6840,630.0000
494.9376,337.7851,630.0000
494.9876,337.8861,630.0000
495.0376,337.9872,630.0000
495.0876,338.0882,630.0000
495.1375,338.1892,630.0000
495.1875,338.2903,630.0000
495.2375,338.3913,630.0000
495.2875,338.4923,630.0000
495.3375,338.5986,630.0000
495.3875,338.7132,630.0000
495.4375,338.8338,630.0000
495.4875,338.9573,629.9996
495.5374,339.0972,629.9926
495.5874,339.2565,629.9825
495.6374,339.4229,629.9786
495.6874,339.5867,629.9894
495.7374,339.7468,629.9987
495.7874,339.9049,630.0000
495.8374,340.0626,630.0000
495.8874,340.2202,630.0000
495.9373,340.3779,630.0000
495.9873,340.5356,630.0000
496.0373,340.6932,630.0000
496.0873,340.8509,630.0000
496.1373,341.0085,630.0000
496.1873,341.1662,630.0000
496.2373,341.3238,630.0000
496.2873,341.4815,630.0000
496.3372,341.6391,630.0000
496.3872,341.7968,630.0000
496.4372,341.9544,630.0000
496.4872,342.1324,629.9853
496.5372,342.3501,629.9387
496.5872,342.5956,629.8765
496.6372,342.8509,629.8248
496.6872,343.1068,629.7968
496.7372,343.3628,629.7933
496.7871,343.6187,629.8143
496.8371,343.8746,629.8599
496.8871,344.1283,629.9319
496.9371,344.3680,629.9922
496.9871,344.6010,629.9833
497.0371,344.8332,629.9995
497.0871,345.0654,630.0000
497.1371,345.2976,630.0000
497.1870,345.5298,630.0000
497.2370,345.7620,630.0000
497.2870,345.9942,630.0000
497.3370,346.2264,630.0000
497.3870,346.4582,630.0000
497.4370,346.6883,630.0000
497.4870,346.9167,630.0000
497.5370,347.1439,630.0000
497.5869,347.3701,630.0000
497.6369,347.5960,630.0000
497.6869,347.8218,630.0000
497.7369,348.0476,630.0000
497.7869,348.2734,630.0000
497.8369,348.4992,630.0000
497.8869,348.7250,630.0000
497.9369,348.9508,630.0000
497.9868,349.1766,630.0000
498.0368,349.4024,630.0000
498.0868,349.6282,630.0000
498.1368,349.8540,630.0000
498.1868,350.0798,630.0000
498.2368,350.3056,630.0000
498.2868,350.5314,630.0000
498.3368,350.7572,630.0000
498.3867,350.9830,630.0000
498.4367,351.2088,630.0000
498.4867,351.4346,630.0000
498.5367,351.6604,630.0000
498.5867,351.8862,630.0000
498.6367,352.1120,630.0000
498.6867,352.3378,630.0000
498.7367,352.5636,630.0000
498.7867,352.7894,630.0000
498.8366,353.0152,630.0000
498.8866,353.2410,630.0000
498.9366,353.4668,630.0000
498.9866,353.6926,630.0000
499.0366,353.9184,630.0000
499.0866,354.1442,630.0000
499.1366,354.3700,630.0000
499.1866,354.5958,630.0000
499.2365,354.8216,630.0000
499.2865,355.0474,630.0000
499.3365,355.2732,630.0000
499.3865,355.4933,630.0000
499.4365,355.7064,630.0000
499.4865,355.9175,630.0000
499.5365,356.1286,630.0000
499.5865,356.3397,630.0000
499.6364,356.5507,630.0000
499.6864,356.7618,630.0000
499.7364,356.9728,630.0000
499.7864,357.1839,630.0000
499.8364,357.3950,630.0000
499.8864,357.6060,630.0000
499.9364,357.8171,630.0000
499.9864,358.0281,630.0000
500.0363,358.2392,630.0000
500.0863,358.4503,630.0000
500.1363,358.6613,630.0000
500.1863,358.8724,630.0000
500.2363,359.0834,630.0000
500.2863,359.2945,630.0000
500.3363,359.5056,630.0000
500.3863,359.7166,630.0000
500.4362,359.9277,630.0000
500.4862,360.1387,630.0000
500.5362,360.3498,630.0000
500.5862,360.5609,630.0000
500.6362,360.7719,630.0000
500.6862,360.9830,630.0000
500.7362,361.1940,630.0000
500.7862,361.4051,630.0000
500.8362,361.6161,630.0000
500.8861,361.8272,630.0000
500.9361,362.0383,630.0000
500.9861,362.2493,630.0000
501.0361,362.4604,630.0000
501.0861,362.6577,629.9901
501.1361,362.8148,629.9443
501.1861,362.9413,629.8762
501.2361,363.0559,629.8146
501.2860,363.1698,629.7762
501.3360,363.2837,629.7624
501.3860,363.3975,629.7731
501.4360,363.5114,629.8083
501.4860,363.6252,629.8680
501.5360,363.7391,629.9523
501.5860,363.8530,629.9890
501.6360,363.9668,629.9809
501.6859,364.0807,629.9973
501.7359,364.1891,629.9969
501.7859,364.2863,630.0000
501.8359,364.3744,630.0000
501.8859,364.4576,630.0000
501.9359,364.5375,630.0000
501.9859,364.6009,629.9972
502.0359,364.6473,629.9939
502.0858,364.6852,630.0000
502.1358,364.7213,630.0000
502.1858,364.7452,629.9999
502.2358,364.7451,630.0000
502.2858,364.7398,630.0000
502.3358,364.7328,630.0000
502.3858,364.7157,630.0000
502.4358,364.6877,630.0000
502.4857,364.6526,630.0000
502.5357,364.6148,630.0000
502.5857,364.5768,630.0000
502.6357,364.5387,630.0000
502.6857,364.5007,630.0000
502.7357,364.4627,630.0000
502.7857,364.4247,630.0000
502.8357,364.3866,630.0000
502.8857,364.3486,630.0000
502.9356,364.3106,630.0000
502.9856,364.2726,630.0000
503.0356,364.2345,630.0000
503.0856,364.1965,630.0000
503.1356,364.1585,630.0000
503.1856,364.1205,630.0000
503.2356,364.0824,630.0000
503.2856,364.0444,630.0000
503.3355,364.0064,630.0000
503.3855,363.9684,630.0000
503.4355,363.9303,630.0000
503.4855,363.8923,630.0000
503.5355,363.8543,630.0000
503.5855,363.8163,630.0000
503.6355,363.7844,629.9985
503.6855,363.7767,629.9876
503.7354,363.7942,629.9684
503.7854,363.8505,629.9406
503.8354,363.9210,629.9267
503.8854,363.9923,629.9368
503.9354,364.0637,629.9714
503.9854,364.1350,629.9954
504.0354,364.2064,630.0000
504.0854,364.2771,630.0000
504.1353,364.3448,630.0000
504.1853,364.4107,630.0000
504.2353,364.4761,630.0000
504.2853,364.5414,630.0000
504.3353,364.6068,630.0000
504.3853,364.6722,630.0000
504.4353,364.7375,630.0000
504.4853,364.8029,630.0000
504.5352,364.8683,630.0000
504.5852,364.9337,630.0000
504.6352,364.9990,630.0000
504.6852,365.0644,630.0000
504.7352,365.1298,630.0000
504.7852,365.1951,630.0000
504.8352,365.2605,630.0000
504.8852,365.3259,630.0000
504.9352,365.3912,630.0000
504.9851,365.4566,630.0000
505.0351,365.5220,630.0000
505.0851,365.5873,630.0000
505.1351,365.6527,630.0000
505.1851,365.7188,630.0000
505.2351,365.7896,630.0000
